2.000000e-02	8.000000e-02
3.000000e-02	1.200000e-01
4.000000e-02	1.600000e-01
5.000000e-02	2.000000e-01
6.000000e-02	2.400000e-01
7.000000e-02	2.800000e-01
8.000000e-02	3.200000e-01
9.000000e-02	3.600000e-01
1.000000e-01	4.000000e-01
1.100000e-01	4.400000e-01
1.200000e-01	4.800000e-01
1.300000e-01	5.200000e-01
1.400000e-01	5.600000e-01
1.500000e-01	6.000000e-01
1.600000e-01	6.400000e-01
1.700000e-01	6.800000e-01
1.800000e-01	7.200000e-01
1.900000e-01	7.600000e-01
2.000000e-01	8.000000e-01
2.100000e-01	8.400000e-01
2.200000e-01	8.800000e-01
2.300000e-01	9.200000e-01
2.400000e-01	9.600000e-01
2.500000e-01	1.000000e+00
2.600000e-01	1.040000e+00
2.700000e-01	1.080000e+00
2.800000e-01	1.120000e+00
2.900000e-01	1.160000e+00
3.000000e-01	1.200000e+00
3.100000e-01	1.240000e+00
3.200000e-01	1.280000e+00
3.300000e-01	1.320000e+00
3.400000e-01	1.360000e+00
3.500000e-01	1.400000e+00
3.600000e-01	1.440000e+00
3.700000e-01	1.480000e+00
3.800000e-01	1.520000e+00
3.900000e-01	1.560000e+00
4.000000e-01	1.600000e+00
4.100000e-01	1.640000e+00
4.200000e-01	1.680000e+00
4.300000e-01	1.720000e+00
4.400000e-01	1.760000e+00
4.500000e-01	1.800000e+00
